,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
8167,30,blue-collar,single,secondary,no,99,yes,no,unknown,2,jun,4,-1,0,unknown,no
26353,41,blue-collar,married,primary,no,7735,yes,no,cellular,20,nov,1,190,1,failure,no
22048,31,student,single,tertiary,no,744,no,no,cellular,20,aug,3,-1,0,unknown,no
41053,63,retired,divorced,secondary,no,4833,no,no,cellular,14,aug,1,-1,0,unknown,no
42996,75,blue-collar,married,secondary,no,6053,no,no,cellular,11,feb,2,190,1,failure,no
39242,43,self-employed,married,secondary,no,487,yes,no,telephone,18,may,2,279,4,failure,no
23371,30,management,single,tertiary,no,-218,yes,no,cellular,27,aug,15,-1,0,unknown,no
4704,58,blue-collar,married,primary,no,23,yes,no,unknown,20,may,6,-1,0,unknown,no
43529,61,retired,married,secondary,no,483,no,no,cellular,23,apr,1,-1,0,unknown,no
39301,40,blue-collar,married,secondary,no,503,yes,yes,cellular,18,may,2,-1,0,unknown,no
31825,48,admin.,single,secondary,no,1234,yes,no,cellular,8,apr,1,-1,0,unknown,no
1237,55,technician,married,unknown,no,84,yes,no,unknown,8,may,1,-1,0,unknown,no
11337,36,blue-collar,married,primary,no,946,yes,no,unknown,18,jun,3,-1,0,unknown,no
21522,47,technician,married,secondary,no,0,no,no,cellular,19,aug,2,-1,0,unknown,no
1527,36,blue-collar,married,secondary,no,504,yes,no,unknown,8,may,2,-1,0,unknown,no
11990,45,management,married,secondary,no,625,no,no,unknown,20,jun,3,-1,0,unknown,no
15524,32,admin.,married,secondary,no,205,no,no,cellular,18,jul,3,-1,0,unknown,no
27934,37,housemaid,single,primary,no,0,no,no,cellular,28,jan,1,-1,0,unknown,no
44658,31,management,single,tertiary,no,1675,no,no,cellular,2,sep,2,363,1,failure,no
27819,32,unemployed,single,secondary,no,71,no,no,cellular,28,jan,1,-1,0,unknown,no
39914,24,student,single,secondary,no,228,no,no,cellular,2,jun,1,-1,0,unknown,no
21389,49,blue-collar,married,secondary,no,1350,no,no,cellular,18,aug,2,-1,0,unknown,no
13880,39,management,married,tertiary,no,-4,no,no,cellular,10,jul,1,-1,0,unknown,no
32382,31,management,single,tertiary,no,319,yes,no,cellular,16,apr,2,248,2,failure,no
25122,30,management,married,tertiary,no,900,no,no,cellular,18,nov,1,124,2,failure,no
41343,38,technician,single,tertiary,no,0,no,no,cellular,28,aug,2,-1,0,unknown,no
9474,51,self-employed,married,primary,no,8313,no,no,unknown,6,jun,1,-1,0,unknown,no
39410,45,management,single,tertiary,no,311,yes,yes,cellular,22,may,1,-1,0,unknown,no
28291,35,retired,married,primary,no,285,yes,no,cellular,29,jan,1,-1,0,unknown,no
44091,43,technician,married,secondary,no,69,yes,yes,cellular,7,jul,1,260,2,failure,no
5337,31,management,single,tertiary,no,0,yes,no,unknown,23,may,1,-1,0,unknown,no
401,48,technician,married,secondary,no,141,yes,yes,unknown,6,may,1,-1,0,unknown,no
28640,31,services,single,secondary,no,442,yes,no,cellular,29,jan,3,258,3,failure,no
37851,35,management,single,tertiary,no,478,yes,no,cellular,14,may,1,265,2,failure,no
29815,34,management,married,tertiary,no,4831,yes,no,cellular,4,feb,1,-1,0,unknown,no
12640,31,blue-collar,single,secondary,no,-27,no,no,unknown,4,jul,2,-1,0,unknown,no
12065,58,management,married,tertiary,no,0,no,no,unknown,20,jun,4,-1,0,unknown,no
44210,46,management,married,secondary,no,766,yes,no,unknown,16,jul,1,-1,0,unknown,no
29550,28,technician,single,secondary,no,122,no,no,cellular,3,feb,4,-1,0,unknown,no
835,44,technician,divorced,secondary,no,-329,yes,no,unknown,7,may,1,-1,0,unknown,no
6269,27,blue-collar,single,secondary,yes,87,yes,no,unknown,27,may,1,-1,0,unknown,no
41103,57,management,married,secondary,no,139,no,no,cellular,17,aug,1,-1,0,unknown,no
22270,35,management,single,tertiary,no,0,no,no,cellular,21,aug,8,-1,0,unknown,no
26001,34,technician,married,secondary,no,7171,yes,no,cellular,19,nov,2,-1,0,unknown,no
17784,41,technician,married,tertiary,no,91,no,yes,cellular,29,jul,3,-1,0,unknown,no
6802,47,blue-collar,married,secondary,no,578,yes,no,unknown,28,may,1,-1,0,unknown,no
12208,36,student,single,secondary,no,904,no,no,unknown,20,jun,8,-1,0,unknown,no
31923,36,entrepreneur,married,tertiary,no,0,yes,no,cellular,9,apr,1,-1,0,unknown,no
22656,58,technician,married,tertiary,no,0,no,no,cellular,25,aug,4,-1,0,unknown,no
38991,42,blue-collar,single,primary,no,-376,yes,no,cellular,18,may,1,-1,0,unknown,no
3494,55,management,married,unknown,yes,-171,yes,no,unknown,15,may,2,-1,0,unknown,no
35506,27,blue-collar,single,secondary,yes,-717,yes,yes,cellular,7,may,2,349,1,other,no
8512,29,services,single,secondary,no,498,yes,no,unknown,3,jun,26,-1,0,unknown,no
12102,54,technician,married,secondary,no,827,no,yes,unknown,20,jun,2,-1,0,unknown,no
6239,30,blue-collar,married,secondary,no,-269,yes,no,unknown,27,may,2,-1,0,unknown,no
9004,48,blue-collar,married,primary,no,257,yes,no,unknown,5,jun,2,-1,0,unknown,no
7938,59,management,single,tertiary,no,266,yes,no,unknown,30,may,2,-1,0,unknown,no
8617,39,management,single,secondary,no,1623,yes,no,unknown,3,jun,2,-1,0,unknown,no
43428,37,admin.,married,secondary,no,0,yes,no,cellular,8,apr,3,349,2,failure,no
19755,35,management,married,tertiary,no,-4,no,no,cellular,8,aug,2,-1,0,unknown,no
341,43,management,divorced,secondary,no,693,yes,no,unknown,5,may,3,-1,0,unknown,no
7885,59,admin.,married,primary,no,2532,yes,no,unknown,30,may,6,-1,0,unknown,no
41119,36,admin.,married,secondary,no,953,yes,no,cellular,17,aug,1,81,2,failure,no
2800,53,technician,divorced,secondary,no,522,yes,no,unknown,14,may,1,-1,0,unknown,no
33041,47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,2,-1,0,unknown,no
8365,49,admin.,single,secondary,no,-1193,yes,yes,unknown,3,jun,1,-1,0,unknown,no
6519,26,technician,single,secondary,no,75,yes,no,unknown,27,may,2,-1,0,unknown,no
35472,47,management,married,tertiary,no,618,yes,no,cellular,7,may,2,359,3,failure,no
25336,33,technician,married,tertiary,no,17455,yes,yes,cellular,18,nov,3,179,4,failure,no
22806,46,blue-collar,married,secondary,no,1272,no,no,cellular,25,aug,4,-1,0,unknown,no
25743,46,technician,married,secondary,no,0,yes,no,cellular,19,nov,2,-1,0,unknown,no
26636,37,unemployed,married,secondary,no,459,no,no,cellular,20,nov,4,-1,0,unknown,no
30344,60,unemployed,single,tertiary,no,361,no,no,cellular,5,feb,1,-1,0,unknown,no
369,23,student,single,secondary,no,157,yes,no,unknown,6,may,1,-1,0,unknown,no
33576,45,services,single,secondary,no,303,yes,no,cellular,20,apr,3,-1,0,unknown,no
14219,29,admin.,married,secondary,no,93,yes,yes,cellular,11,jul,4,-1,0,unknown,no
20990,35,technician,single,tertiary,no,755,no,no,cellular,14,aug,2,-1,0,unknown,no
8356,45,admin.,divorced,secondary,no,-121,yes,no,unknown,3,jun,5,-1,0,unknown,no
5387,42,management,single,tertiary,no,422,yes,no,unknown,23,may,2,-1,0,unknown,no
3909,44,self-employed,married,secondary,no,1310,yes,no,unknown,16,may,1,-1,0,unknown,no
14918,38,technician,single,tertiary,no,1314,yes,yes,cellular,16,jul,2,-1,0,unknown,no
30110,32,management,single,tertiary,no,156,yes,no,cellular,4,feb,2,246,6,failure,no
585,35,blue-collar,married,primary,no,0,yes,no,unknown,6,may,2,-1,0,unknown,no
10848,38,blue-collar,married,primary,no,6091,no,no,unknown,17,jun,1,-1,0,unknown,no
12847,38,technician,married,secondary,no,-228,yes,no,cellular,7,jul,4,-1,0,unknown,no
17900,55,blue-collar,married,unknown,no,1665,no,no,telephone,30,jul,2,-1,0,unknown,no
3740,44,entrepreneur,married,tertiary,no,3689,yes,no,unknown,16,may,3,-1,0,unknown,no
8171,50,technician,married,secondary,no,0,yes,no,unknown,2,jun,2,-1,0,unknown,no
38174,57,management,married,tertiary,no,334,yes,no,cellular,15,may,2,365,2,failure,no
23033,52,services,married,secondary,no,431,no,no,cellular,26,aug,17,-1,0,unknown,no
39496,45,technician,married,secondary,no,5749,no,no,telephone,25,may,1,-1,0,unknown,no
9024,53,management,married,tertiary,yes,0,no,yes,unknown,5,jun,1,-1,0,unknown,no
20764,48,technician,divorced,secondary,no,145,yes,no,cellular,13,aug,5,-1,0,unknown,no
35828,37,retired,married,secondary,no,71,no,yes,cellular,8,may,1,-1,0,unknown,no
35201,30,technician,married,secondary,no,3875,yes,no,cellular,7,may,1,338,2,other,no
18393,38,admin.,married,secondary,no,137,yes,no,cellular,31,jul,22,-1,0,unknown,no
8850,39,blue-collar,married,primary,no,295,yes,no,unknown,4,jun,1,-1,0,unknown,no
2119,60,retired,married,secondary,no,78,yes,no,unknown,12,may,3,-1,0,unknown,no
977,33,management,single,tertiary,no,54,no,no,unknown,7,may,2,-1,0,unknown,no
41254,42,admin.,married,secondary,no,16517,no,no,cellular,24,aug,2,279,2,failure,no
21417,52,blue-collar,married,primary,no,2977,no,no,cellular,18,aug,5,-1,0,unknown,no
30824,47,management,married,primary,no,1675,yes,no,cellular,9,feb,3,-1,0,unknown,no
9192,50,entrepreneur,single,primary,no,1659,no,no,unknown,5,jun,2,-1,0,unknown,no
30228,59,blue-collar,married,primary,no,99,yes,no,cellular,5,feb,1,261,3,failure,no
31709,29,self-employed,single,tertiary,no,1457,yes,no,cellular,7,apr,1,314,1,other,no
29621,36,management,married,tertiary,no,618,no,no,cellular,3,feb,2,-1,0,unknown,no
39185,35,blue-collar,single,secondary,no,-295,yes,yes,cellular,18,may,2,-1,0,unknown,no
6478,28,admin.,single,secondary,no,428,yes,yes,unknown,27,may,2,-1,0,unknown,no
29065,34,blue-collar,married,secondary,no,-271,yes,yes,cellular,2,feb,1,252,2,failure,no
43566,37,admin.,married,secondary,no,55,yes,yes,cellular,27,apr,1,329,4,other,no
6810,36,blue-collar,married,secondary,no,79,yes,no,unknown,28,may,2,-1,0,unknown,no
6253,44,blue-collar,divorced,primary,no,68,yes,no,unknown,27,may,1,-1,0,unknown,no
27737,48,unemployed,married,tertiary,no,641,no,no,cellular,28,jan,1,-1,0,unknown,no
2731,57,admin.,married,secondary,no,7,yes,no,unknown,14,may,6,-1,0,unknown,no
5995,32,unemployed,married,primary,no,9894,yes,no,unknown,26,may,4,-1,0,unknown,no
36355,38,services,married,secondary,no,0,yes,yes,cellular,11,may,2,304,2,failure,no
33286,32,management,single,tertiary,no,4262,yes,no,cellular,20,apr,1,152,1,failure,no
38871,33,entrepreneur,married,tertiary,no,964,yes,no,cellular,18,may,1,180,3,failure,no
39372,45,blue-collar,married,secondary,no,603,no,no,cellular,22,may,1,-1,0,unknown,no
38972,33,technician,single,tertiary,no,2164,yes,no,cellular,18,may,11,-1,0,unknown,no
9479,35,blue-collar,single,unknown,no,871,yes,no,unknown,6,jun,3,-1,0,unknown,no
32592,43,admin.,single,secondary,no,243,yes,no,cellular,17,apr,3,338,5,failure,no
39539,55,management,married,tertiary,no,42,no,no,cellular,26,may,1,-1,0,unknown,no
16757,59,technician,divorced,tertiary,no,3331,yes,no,cellular,24,jul,3,-1,0,unknown,no
3938,48,services,married,unknown,no,1155,yes,no,unknown,16,may,4,-1,0,unknown,no
26723,34,technician,divorced,secondary,no,558,no,no,cellular,20,nov,2,-1,0,unknown,no
6756,28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,1,-1,0,unknown,no
12760,48,management,married,tertiary,no,666,yes,no,cellular,7,jul,6,-1,0,unknown,no
30731,54,retired,single,secondary,no,515,yes,no,cellular,6,feb,2,234,1,failure,no
253,33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,1,-1,0,unknown,no
38395,27,services,married,secondary,no,311,yes,no,cellular,15,may,1,352,1,failure,no
41076,20,student,single,secondary,no,210,no,no,cellular,14,aug,1,-1,0,unknown,no
10370,59,entrepreneur,married,tertiary,no,631,yes,no,unknown,12,jun,1,-1,0,unknown,no
3873,47,technician,married,tertiary,no,282,yes,no,unknown,16,may,1,-1,0,unknown,no
992,38,blue-collar,single,secondary,no,-1,yes,no,unknown,7,may,1,-1,0,unknown,no
29066,38,services,married,secondary,no,304,no,yes,cellular,2,feb,1,214,1,failure,no
10486,47,retired,married,secondary,no,477,no,no,unknown,16,jun,3,-1,0,unknown,no
21710,49,blue-collar,married,unknown,no,5,no,no,cellular,19,aug,1,-1,0,unknown,no
33211,35,technician,single,tertiary,no,122,no,no,cellular,20,apr,5,328,5,failure,no
6682,32,services,single,secondary,no,284,yes,no,unknown,28,may,2,-1,0,unknown,no
23599,33,management,married,tertiary,no,6174,no,no,cellular,28,aug,14,-1,0,unknown,no
6764,29,management,married,tertiary,no,715,yes,no,unknown,28,may,1,-1,0,unknown,no
5010,38,management,married,tertiary,no,63,yes,no,unknown,21,may,1,-1,0,unknown,no
41760,30,technician,single,tertiary,no,1646,no,no,cellular,12,oct,3,98,6,other,no
12458,39,blue-collar,divorced,primary,no,3,no,yes,unknown,1,jul,1,-1,0,unknown,no
35600,27,blue-collar,married,secondary,yes,-584,yes,no,cellular,7,may,2,-1,0,unknown,no
31691,40,admin.,single,secondary,no,963,yes,no,cellular,7,apr,1,-1,0,unknown,no
38288,31,blue-collar,married,secondary,no,154,yes,yes,cellular,15,may,1,-1,0,unknown,no
16802,39,services,divorced,unknown,no,434,yes,no,telephone,24,jul,6,-1,0,unknown,no
40661,30,admin.,single,secondary,no,81,yes,no,cellular,6,aug,6,112,3,other,no
30407,41,technician,single,secondary,no,618,no,no,cellular,5,feb,1,-1,0,unknown,no
22302,53,blue-collar,married,primary,no,0,no,no,cellular,21,aug,1,-1,0,unknown,no
22908,31,technician,married,secondary,no,0,no,no,cellular,25,aug,6,-1,0,unknown,no
29718,41,management,divorced,tertiary,no,236,no,no,cellular,3,feb,2,-1,0,unknown,no
25871,35,management,married,tertiary,no,244,yes,no,cellular,19,nov,1,-1,0,unknown,no
7243,41,technician,married,tertiary,no,816,yes,yes,unknown,29,may,1,-1,0,unknown,no
22131,36,management,married,tertiary,no,0,no,no,cellular,21,aug,2,-1,0,unknown,no
7401,36,management,single,tertiary,no,891,yes,no,unknown,29,may,5,-1,0,unknown,no
10844,55,management,married,primary,no,1446,no,no,unknown,17,jun,1,-1,0,unknown,no
33462,39,management,married,secondary,no,1035,yes,no,cellular,20,apr,1,-1,0,unknown,no
11186,37,management,divorced,secondary,no,0,yes,no,unknown,18,jun,1,-1,0,unknown,no
7756,49,management,divorced,tertiary,no,-2049,yes,no,unknown,30,may,3,-1,0,unknown,no
2159,39,blue-collar,single,primary,no,446,yes,no,unknown,12,may,1,-1,0,unknown,no
14683,42,technician,married,secondary,no,0,yes,yes,cellular,15,jul,5,-1,0,unknown,no
18803,42,student,married,unknown,no,-7,no,no,telephone,31,jul,6,-1,0,unknown,no
30918,28,admin.,single,secondary,no,659,no,no,cellular,9,feb,2,-1,0,unknown,no
25623,34,blue-collar,married,primary,no,2490,yes,no,cellular,19,nov,2,180,1,failure,no
18088,30,technician,married,tertiary,no,-340,yes,yes,telephone,30,jul,8,-1,0,unknown,no
6840,27,services,single,secondary,no,9636,yes,no,unknown,28,may,2,-1,0,unknown,no
25690,41,blue-collar,married,primary,no,1491,yes,no,cellular,19,nov,2,-1,0,unknown,no
38091,30,entrepreneur,married,primary,no,386,yes,no,cellular,15,may,4,-1,0,unknown,no
16044,42,management,divorced,tertiary,no,621,no,yes,cellular,22,jul,2,-1,0,unknown,no
40965,30,management,married,tertiary,no,802,yes,no,cellular,13,aug,1,-1,0,unknown,no
9686,32,admin.,married,secondary,no,-1272,yes,no,unknown,6,jun,5,-1,0,unknown,no
19174,48,management,married,tertiary,no,770,no,yes,cellular,5,aug,2,-1,0,unknown,no
9243,38,blue-collar,single,secondary,no,68,no,no,unknown,5,jun,2,-1,0,unknown,no
36797,44,blue-collar,married,primary,no,887,yes,no,cellular,12,may,2,363,1,failure,no
34645,48,admin.,married,secondary,no,-582,yes,no,cellular,5,may,2,-1,0,unknown,no
34264,29,management,married,tertiary,no,451,no,no,cellular,4,may,1,96,1,failure,no
11543,52,retired,married,secondary,no,1282,no,no,unknown,19,jun,5,-1,0,unknown,no
10718,40,management,married,tertiary,no,270,no,no,unknown,16,jun,3,-1,0,unknown,no
29460,41,management,single,tertiary,no,572,yes,no,cellular,3,feb,2,271,2,failure,no
22036,33,management,single,tertiary,no,23,no,no,cellular,20,aug,3,-1,0,unknown,no
18174,46,technician,married,tertiary,no,16,no,no,cellular,30,jul,3,-1,0,unknown,no
8627,31,admin.,single,secondary,no,678,yes,no,unknown,3,jun,4,-1,0,unknown,no
33131,45,blue-collar,married,primary,no,658,yes,no,telephone,20,apr,3,270,2,failure,no
21182,30,technician,single,secondary,no,710,no,no,cellular,14,aug,8,-1,0,unknown,no
8163,36,blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,4,-1,0,unknown,no
32436,33,technician,married,tertiary,no,67,yes,no,cellular,16,apr,2,-1,0,unknown,no
11663,57,management,married,secondary,no,570,no,no,unknown,20,jun,2,-1,0,unknown,no
29706,33,blue-collar,married,secondary,no,640,yes,no,cellular,3,feb,3,-1,0,unknown,no
24170,30,management,single,tertiary,no,1243,yes,no,telephone,13,nov,1,174,1,failure,no
26341,47,blue-collar,single,secondary,no,1976,no,yes,cellular,20,nov,1,-1,0,unknown,no
6687,30,admin.,single,secondary,no,-1,yes,no,unknown,28,may,1,-1,0,unknown,no
30985,28,management,single,tertiary,no,385,no,yes,cellular,9,feb,4,193,7,failure,no
16578,53,services,married,secondary,no,1065,no,yes,cellular,24,jul,1,-1,0,unknown,no
36926,38,technician,divorced,secondary,no,5733,yes,no,cellular,12,may,8,278,4,failure,no
30338,36,self-employed,single,tertiary,no,351,no,no,cellular,5,feb,1,-1,0,unknown,no
27038,59,retired,married,secondary,no,2011,no,no,cellular,21,nov,2,-1,0,unknown,no
11636,49,management,divorced,tertiary,no,1115,no,no,unknown,19,jun,9,-1,0,unknown,no
33000,35,management,single,tertiary,no,1045,yes,no,cellular,17,apr,5,-1,0,unknown,no
39320,40,management,married,tertiary,no,198,yes,no,cellular,18,may,5,364,8,failure,no
6841,45,blue-collar,married,primary,no,446,yes,no,unknown,28,may,1,-1,0,unknown,no
23208,51,technician,married,tertiary,no,1121,no,no,cellular,27,aug,4,-1,0,unknown,no
18565,49,services,married,secondary,no,4697,yes,no,cellular,31,jul,1,-1,0,unknown,no
4407,39,blue-collar,married,secondary,no,298,yes,no,unknown,20,may,1,-1,0,unknown,no
43185,26,services,single,secondary,no,162,yes,no,cellular,2,mar,2,130,8,other,no
29297,67,retired,married,tertiary,no,2841,no,no,cellular,2,feb,1,-1,0,unknown,no
14490,34,services,married,secondary,no,0,yes,no,cellular,14,jul,4,-1,0,unknown,no
35124,31,management,married,tertiary,no,-692,yes,yes,cellular,6,may,2,-1,0,unknown,no
20484,51,management,married,tertiary,no,8304,no,no,cellular,12,aug,2,-1,0,unknown,no
20946,52,technician,divorced,secondary,no,-558,no,no,cellular,14,aug,5,-1,0,unknown,no
16979,54,management,single,tertiary,no,3294,yes,no,cellular,25,jul,5,-1,0,unknown,no
2332,23,technician,single,secondary,no,158,yes,no,unknown,13,may,1,-1,0,unknown,no
30249,42,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,1,-1,0,unknown,no
35812,46,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,2,-1,0,unknown,no
19346,36,technician,married,secondary,no,361,no,no,cellular,6,aug,4,-1,0,unknown,no
19351,48,blue-collar,married,primary,no,783,no,yes,cellular,6,aug,2,-1,0,unknown,no
42905,34,management,single,tertiary,no,382,no,no,cellular,5,feb,1,94,1,failure,no
31685,43,blue-collar,married,secondary,no,902,yes,no,cellular,7,apr,1,328,1,failure,no
4843,37,admin.,married,unknown,no,734,yes,no,unknown,21,may,1,-1,0,unknown,no
28556,54,self-employed,divorced,tertiary,no,0,yes,yes,cellular,29,jan,3,-1,0,unknown,no
9377,51,management,married,tertiary,no,9796,no,yes,unknown,6,jun,1,-1,0,unknown,no
22709,54,blue-collar,married,primary,no,211,no,no,cellular,25,aug,6,-1,0,unknown,no
34321,53,technician,married,secondary,no,112,no,no,telephone,4,may,4,-1,0,unknown,no
2676,60,retired,married,secondary,no,926,yes,no,unknown,13,may,2,-1,0,unknown,no
599,31,self-employed,married,secondary,no,0,yes,no,unknown,6,may,5,-1,0,unknown,no
12738,45,blue-collar,divorced,primary,no,1805,no,no,cellular,7,jul,1,-1,0,unknown,no
32469,39,blue-collar,married,secondary,no,180,yes,no,cellular,16,apr,1,-1,0,unknown,no
29154,33,management,single,tertiary,no,474,yes,no,cellular,2,feb,1,179,3,failure,no
6511,34,blue-collar,married,primary,no,244,yes,no,unknown,27,may,13,-1,0,unknown,no
11068,37,technician,divorced,secondary,no,531,no,no,unknown,17,jun,7,-1,0,unknown,no
17304,33,services,married,secondary,no,837,yes,no,cellular,28,jul,2,-1,0,unknown,no
6735,40,blue-collar,divorced,secondary,no,-90,yes,no,unknown,28,may,1,-1,0,unknown,no
37535,27,student,single,secondary,no,89,yes,no,cellular,14,may,3,-1,0,unknown,no
22149,33,management,married,tertiary,no,150,no,no,cellular,21,aug,2,-1,0,unknown,no
37118,44,entrepreneur,married,tertiary,no,1,yes,no,cellular,13,may,2,-1,0,unknown,no
39071,34,blue-collar,single,unknown,no,-90,yes,no,cellular,18,may,1,370,1,failure,no
19773,34,technician,single,secondary,no,161,no,yes,cellular,8,aug,2,-1,0,unknown,no
8618,34,blue-collar,single,primary,no,246,no,no,unknown,3,jun,5,-1,0,unknown,no
19438,52,technician,married,secondary,no,1815,no,no,cellular,6,aug,3,-1,0,unknown,no
12987,43,entrepreneur,married,secondary,no,128,yes,no,telephone,7,jul,2,-1,0,unknown,no
34536,33,blue-collar,divorced,primary,no,1022,yes,no,cellular,5,may,1,-1,0,unknown,no
3772,36,management,divorced,tertiary,no,1343,yes,yes,unknown,16,may,1,-1,0,unknown,no
12992,28,blue-collar,married,secondary,no,619,no,no,telephone,7,jul,2,-1,0,unknown,no
8967,59,housemaid,married,primary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
45051,26,technician,single,secondary,no,4859,no,no,cellular,19,oct,2,92,3,other,no
33038,32,blue-collar,married,primary,no,1504,yes,no,cellular,17,apr,2,-1,0,unknown,no
34771,24,blue-collar,single,secondary,no,1857,yes,no,cellular,6,may,4,-1,0,unknown,no
16198,27,blue-collar,single,secondary,no,148,no,no,cellular,22,jul,1,-1,0,unknown,no
12535,44,blue-collar,married,secondary,no,701,no,yes,unknown,3,jul,2,-1,0,unknown,no
39156,40,admin.,divorced,secondary,no,220,yes,no,cellular,18,may,2,-1,0,unknown,no
12580,56,entrepreneur,married,secondary,no,938,no,yes,unknown,3,jul,2,-1,0,unknown,no
27074,36,unemployed,single,primary,no,1729,no,no,cellular,21,nov,1,-1,0,unknown,no
38554,36,technician,married,tertiary,no,530,yes,no,cellular,15,may,2,-1,0,unknown,no
1259,33,blue-collar,married,primary,yes,-744,yes,no,unknown,8,may,1,-1,0,unknown,no
23016,31,technician,single,tertiary,no,17,no,no,cellular,26,aug,2,-1,0,unknown,no
37207,40,blue-collar,divorced,primary,no,54,yes,no,cellular,13,may,5,362,3,other,no
7673,36,housemaid,married,secondary,no,419,yes,no,unknown,30,may,1,-1,0,unknown,no
17485,27,blue-collar,single,primary,no,1,yes,no,cellular,28,jul,6,-1,0,unknown,no
14351,50,blue-collar,married,primary,no,1580,yes,no,cellular,14,jul,3,-1,0,unknown,no
4861,33,admin.,single,secondary,no,1437,yes,no,unknown,21,may,1,-1,0,unknown,no
3908,34,admin.,married,secondary,no,641,yes,yes,unknown,16,may,1,-1,0,unknown,no
7561,30,blue-collar,single,secondary,no,931,yes,no,unknown,30,may,7,-1,0,unknown,no
33310,34,blue-collar,single,secondary,no,565,yes,yes,cellular,20,apr,4,-1,0,unknown,no
17610,44,blue-collar,divorced,secondary,no,1781,yes,no,cellular,29,jul,3,-1,0,unknown,no
20357,50,blue-collar,married,primary,no,0,no,no,cellular,11,aug,5,-1,0,unknown,no
36386,37,management,married,tertiary,no,0,yes,no,cellular,11,may,2,-1,0,unknown,no
7909,56,admin.,married,secondary,no,346,yes,yes,unknown,30,may,3,-1,0,unknown,no
23795,51,blue-collar,married,primary,no,21614,no,no,cellular,29,aug,20,-1,0,unknown,no
27991,29,self-employed,single,secondary,no,0,no,no,cellular,28,jan,2,-1,0,unknown,no
27860,41,blue-collar,married,primary,no,620,no,no,cellular,28,jan,1,-1,0,unknown,no
4922,31,blue-collar,married,secondary,no,932,yes,no,unknown,21,may,2,-1,0,unknown,no
14657,29,management,married,tertiary,no,0,yes,no,telephone,15,jul,2,-1,0,unknown,no
38281,27,technician,married,secondary,no,317,yes,yes,cellular,15,may,1,-1,0,unknown,no
37240,39,admin.,divorced,secondary,no,-427,yes,no,cellular,13,may,5,-1,0,unknown,no
18102,32,admin.,married,secondary,no,167,yes,no,cellular,30,jul,6,-1,0,unknown,no
24746,54,technician,divorced,secondary,no,2868,no,no,cellular,18,nov,1,-1,0,unknown,no
3752,42,admin.,married,secondary,no,534,yes,no,unknown,16,may,2,-1,0,unknown,no
32796,44,admin.,married,secondary,no,266,yes,no,cellular,17,apr,2,-1,0,unknown,no
44553,48,technician,single,secondary,no,434,no,no,cellular,13,aug,1,-1,0,unknown,no
22378,46,blue-collar,married,primary,no,225,no,no,cellular,22,aug,6,-1,0,unknown,no
17979,54,management,single,secondary,no,602,no,no,cellular,30,jul,2,-1,0,unknown,no
35053,37,blue-collar,married,secondary,no,1114,yes,yes,cellular,6,may,1,-1,0,unknown,no
12942,28,unemployed,single,secondary,yes,-1270,no,yes,telephone,7,jul,2,-1,0,unknown,no
3475,42,management,divorced,tertiary,no,497,no,no,unknown,15,may,22,-1,0,unknown,no
38227,32,blue-collar,divorced,secondary,no,91,yes,no,cellular,15,may,2,351,12,other,no
29173,37,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,1,-1,0,unknown,no
17128,40,management,divorced,tertiary,no,96,yes,no,cellular,25,jul,14,-1,0,unknown,no
7209,36,technician,married,secondary,no,1286,yes,yes,unknown,29,may,1,-1,0,unknown,no
7950,37,technician,single,secondary,no,2544,yes,no,unknown,30,may,3,-1,0,unknown,no
29336,28,management,single,tertiary,no,-328,yes,no,telephone,2,feb,2,-1,0,unknown,no
39127,34,entrepreneur,single,tertiary,no,1068,yes,no,cellular,18,may,6,378,2,failure,no
38905,40,entrepreneur,married,secondary,no,285,no,no,cellular,18,may,1,178,1,failure,no
17886,26,admin.,single,secondary,yes,-42,no,yes,cellular,30,jul,3,-1,0,unknown,no
32384,44,management,divorced,tertiary,no,2422,yes,no,cellular,16,apr,2,269,2,failure,no
41175,39,technician,single,tertiary,no,139,no,no,telephone,19,aug,1,79,1,failure,no
30024,37,services,single,secondary,no,1169,no,no,cellular,4,feb,4,-1,0,unknown,no
34253,39,admin.,married,secondary,no,563,yes,no,cellular,4,may,3,-1,0,unknown,no
44184,36,blue-collar,single,tertiary,no,1830,no,no,cellular,15,jul,5,181,6,failure,no
31640,45,blue-collar,married,secondary,no,146,yes,yes,cellular,6,apr,1,305,15,failure,no
20346,43,management,married,secondary,no,2411,yes,no,cellular,11,aug,7,-1,0,unknown,no
38963,36,blue-collar,married,primary,no,123,yes,no,cellular,18,may,1,-1,0,unknown,no
5722,43,technician,married,secondary,no,-1701,yes,no,unknown,26,may,1,-1,0,unknown,no
29817,36,blue-collar,married,secondary,no,1055,yes,no,cellular,4,feb,1,-1,0,unknown,no
