,age,education,default,balance,housing,loan,day,month,campaign,pdays,previous,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,contact_cellular,contact_telephone,contact_unknown,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,y
9013,31,3,0,1251,0,0,21,8,1,197,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9014,33,2,0,1005,1,0,20,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
9015,38,2,0,930,1,0,5,5,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9016,33,1,0,447,1,0,9,5,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9017,37,2,0,336,1,0,12,5,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9018,36,2,0,928,0,0,17,4,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9019,58,2,0,111,0,0,22,6,1,90,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9020,37,2,0,10,0,1,2,2,1,250,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9021,55,1,0,2227,1,0,21,11,3,172,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
9022,49,2,0,1869,0,1,11,6,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9023,41,3,0,-15,1,0,6,5,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
9024,56,3,0,1483,0,0,6,8,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9025,34,2,0,393,1,0,5,5,9,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9026,34,2,0,1551,1,1,8,7,2,82,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
9027,46,0,0,578,0,0,28,1,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
9028,36,2,0,771,1,0,9,5,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9029,57,0,0,1617,1,0,7,5,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9030,48,2,0,1559,0,0,13,8,1,190,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9031,50,3,0,1300,1,0,13,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9032,57,1,0,6056,1,0,21,11,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9033,33,2,0,791,1,0,24,7,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
9034,23,2,0,0,1,0,8,5,5,350,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9035,30,3,0,147,0,0,1,6,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9036,56,2,0,237,1,0,17,11,3,131,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
9037,39,1,0,1537,0,1,5,6,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9038,36,3,0,1477,0,0,7,8,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9039,51,1,0,1242,0,0,25,8,11,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9040,36,2,0,1949,1,0,17,4,2,319,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9041,44,2,0,701,0,1,3,7,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9042,35,3,0,252,1,0,8,8,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9043,29,3,0,737,1,1,30,1,5,248,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9044,28,0,0,0,1,0,27,1,1,92,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
9045,47,2,0,2,0,0,10,7,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9046,54,3,0,3795,1,1,21,7,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9047,34,3,0,3,0,0,5,2,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9048,39,0,0,64,0,0,12,11,2,98,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9049,39,2,0,1062,1,0,20,6,4,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9050,51,1,0,0,1,0,22,7,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9051,38,3,0,126,1,0,30,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9052,57,1,0,2,0,0,9,7,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9053,33,3,0,3,1,0,18,7,7,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9054,27,2,0,512,1,0,19,5,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9055,22,2,0,-189,1,0,30,5,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9056,44,2,0,7863,0,0,26,8,6,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
9057,29,2,0,177,1,0,12,5,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9058,42,2,0,164,1,1,22,10,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9059,49,2,0,771,1,0,21,11,2,172,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
9060,28,3,0,882,0,1,29,1,1,205,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9061,44,0,0,1784,0,1,21,11,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9062,51,3,0,6659,1,1,15,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9063,43,3,0,78,1,0,21,11,1,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
9064,40,2,0,2621,0,1,9,7,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9065,32,3,0,2846,1,0,30,10,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9066,31,0,1,-6,0,1,7,7,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9067,51,0,0,6,1,0,7,5,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9068,41,2,0,3279,1,0,29,5,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9069,40,3,0,0,1,0,20,5,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9070,53,2,0,1958,0,0,23,4,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
9071,33,3,0,0,1,1,18,11,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9072,49,2,0,13229,0,1,8,7,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9073,48,2,0,0,0,0,20,8,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9074,52,1,0,9444,0,0,7,7,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9075,40,2,0,195,1,0,5,5,5,333,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
9076,56,2,0,230,0,0,9,5,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9077,38,2,0,-453,0,1,27,8,9,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
9078,59,3,0,96,0,1,8,7,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9079,39,1,0,108,0,0,17,11,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9080,57,2,0,2058,1,0,18,5,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9081,44,2,0,1311,1,0,13,5,1,364,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9082,53,1,0,1294,0,0,28,10,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9083,45,3,0,3689,1,0,7,5,1,169,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9084,35,1,0,4924,0,0,16,6,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9085,29,2,0,3872,1,0,12,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9086,37,1,0,53,1,0,19,5,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9087,38,3,0,231,0,0,19,8,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9088,28,3,0,1,0,0,15,7,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9089,34,2,0,-346,0,0,13,8,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
9090,25,2,0,-107,1,0,14,5,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9091,52,3,0,0,1,0,30,7,6,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9092,53,2,0,2180,0,0,30,1,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
9093,56,2,0,530,1,0,20,5,7,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9094,33,3,0,605,0,0,7,8,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9095,39,2,0,0,0,1,27,6,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9096,48,1,0,680,1,0,15,5,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9097,51,2,0,0,0,0,15,5,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9098,53,2,0,2231,1,0,14,7,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9099,59,2,0,0,0,0,18,8,4,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9100,33,3,0,0,1,0,8,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9101,32,2,0,43,1,0,9,5,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9102,41,1,0,340,1,0,13,5,1,349,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
9103,34,2,0,559,1,0,18,11,1,193,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
9104,31,2,0,-538,0,1,27,5,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9105,57,3,0,2261,1,0,8,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9106,49,3,0,78,0,1,17,7,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9107,41,1,0,1316,1,0,30,4,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9108,59,2,0,2595,1,0,29,8,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
9109,35,3,0,247,1,0,12,5,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9110,44,2,0,491,1,1,11,5,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9111,28,3,0,959,1,0,29,1,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
9112,30,2,0,1626,0,0,25,7,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
9113,50,1,0,3304,1,0,20,4,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9114,31,3,0,1025,0,0,29,1,1,254,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9115,34,3,0,1077,0,0,19,10,1,151,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
9116,60,2,0,-208,1,0,15,5,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9117,35,2,0,2737,1,0,13,5,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9118,29,2,0,197,1,0,5,5,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9119,59,1,0,1930,0,0,11,6,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9120,54,3,0,1331,0,0,25,8,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9121,56,1,0,284,0,1,3,2,4,204,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9122,50,3,0,1597,0,0,19,11,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9123,45,2,0,86,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9124,39,2,0,2679,1,1,23,5,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9125,28,2,0,217,1,0,15,5,2,372,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9126,48,2,0,238,1,0,26,5,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9127,52,2,0,1117,1,0,13,5,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9128,45,2,0,784,1,1,3,6,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9129,36,3,0,26,0,0,29,8,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9130,38,2,0,0,1,0,23,5,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9131,36,3,0,0,1,0,28,1,1,250,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
9132,55,1,0,53,1,0,29,5,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9133,49,2,0,102,0,0,29,8,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9134,60,0,0,652,0,0,19,6,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
9135,33,3,0,3655,0,0,19,8,20,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9136,58,3,0,889,0,0,11,8,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9137,30,3,0,6392,1,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9138,39,3,0,722,0,0,23,4,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9139,52,1,0,359,0,0,26,8,14,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9140,50,3,0,1044,0,0,5,6,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
9141,53,1,0,443,0,0,9,6,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9142,34,2,0,56,1,0,20,11,3,183,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9143,57,1,0,696,1,0,13,8,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9144,26,3,0,617,0,0,15,6,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9145,42,3,0,-700,1,0,14,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9146,30,2,0,855,1,0,3,6,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9147,60,2,0,2674,0,0,14,7,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9148,46,2,0,5127,0,0,6,8,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9149,36,1,1,0,1,0,11,5,2,305,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
9150,56,0,0,1780,0,0,11,8,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9151,31,2,0,519,1,0,29,1,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9152,41,1,0,-8,1,0,27,5,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9153,36,3,0,635,0,0,26,5,1,102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9154,34,0,0,28,0,1,8,7,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9155,55,2,0,-31,0,1,13,8,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9156,31,3,0,1463,0,0,11,8,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
9157,35,3,0,1632,1,0,2,6,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9158,33,3,0,718,1,0,18,10,1,111,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
9159,42,2,0,5639,1,0,17,7,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9160,35,2,0,175,1,0,28,5,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
9161,32,2,0,172,1,0,28,5,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9162,33,3,0,23,1,1,6,2,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9163,25,2,0,3090,0,0,21,8,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9164,40,2,0,263,1,0,6,5,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9165,36,3,0,170,0,0,7,8,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9166,32,2,0,0,0,0,29,1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9167,45,1,0,816,1,0,2,6,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9168,60,1,0,685,0,1,21,7,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
9169,55,2,0,1268,1,0,7,5,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9170,42,3,0,497,0,0,15,5,22,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9171,44,3,0,0,1,0,24,7,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9172,54,2,0,-488,0,1,3,7,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9173,33,2,0,1138,1,1,23,5,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9174,35,2,0,356,1,0,11,5,5,171,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9175,31,3,0,1798,1,0,8,5,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
9176,36,2,0,1305,1,0,16,7,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9177,42,2,0,947,0,0,30,7,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9178,55,2,0,785,1,0,14,5,1,370,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9179,30,3,0,0,0,0,22,8,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
9180,48,0,0,5176,0,0,29,7,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
9181,33,3,0,383,1,0,9,7,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9182,30,3,0,3392,1,0,17,4,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9183,34,2,0,1,1,0,19,11,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
9184,34,1,0,298,1,0,8,5,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9185,45,3,0,21024,1,0,20,4,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9186,57,1,0,75,0,0,28,8,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9187,34,3,0,65,1,0,18,11,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9188,25,2,0,495,0,0,7,7,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9189,31,2,0,609,1,0,14,4,1,335,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9190,59,2,0,231,0,1,17,11,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9191,30,2,0,49,0,1,27,5,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9192,32,3,0,1388,0,0,8,8,6,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9193,32,2,0,138,1,0,15,5,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
9194,38,1,0,580,1,0,30,5,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9195,49,2,0,972,0,0,16,11,3,175,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
9196,26,3,0,249,1,0,11,5,2,371,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
9197,45,1,0,266,1,0,4,8,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9198,40,2,0,1576,1,1,29,5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9199,43,0,0,3274,1,0,22,5,1,95,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
9200,29,2,0,147,1,1,7,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9201,47,3,0,52,0,0,25,8,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
9202,32,2,0,109,0,0,27,8,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
9203,36,2,0,866,1,0,16,4,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
