,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
8822,37,management,married,tertiary,no,412,yes,no,unknown,21,may,4,-1,0,unknown,no
8823,29,admin.,single,secondary,no,993,no,no,unknown,14,may,1,-1,0,unknown,no
8824,48,admin.,married,secondary,no,178,no,no,cellular,10,nov,1,-1,0,unknown,no
8825,45,management,divorced,tertiary,no,24598,yes,no,unknown,5,may,3,-1,0,unknown,no
8826,32,blue-collar,married,primary,no,9750,yes,no,cellular,21,nov,2,-1,0,unknown,no
8827,37,blue-collar,married,secondary,no,408,yes,no,telephone,9,feb,9,-1,0,unknown,no
8828,28,services,married,secondary,no,38,yes,no,cellular,18,may,5,355,3,other,no
8829,42,services,married,secondary,no,1048,yes,no,cellular,17,nov,1,186,1,failure,no
8830,55,services,married,secondary,no,617,yes,no,cellular,20,apr,3,-1,0,unknown,no
8831,49,blue-collar,married,primary,no,1133,yes,no,cellular,4,may,3,-1,0,unknown,no
8832,49,self-employed,married,secondary,no,0,no,no,cellular,26,aug,6,-1,0,unknown,no
8833,61,retired,married,secondary,no,4248,yes,no,unknown,14,may,1,-1,0,unknown,no
8834,20,student,single,secondary,no,29,no,no,cellular,14,sep,2,-1,0,unknown,no
8835,40,unknown,married,tertiary,no,119,no,no,cellular,19,aug,2,-1,0,unknown,no
8836,37,entrepreneur,married,tertiary,no,298,no,no,cellular,27,aug,5,-1,0,unknown,no
8837,55,unemployed,married,tertiary,no,5345,no,no,unknown,6,may,1,-1,0,unknown,no
8838,41,housemaid,married,secondary,no,0,yes,yes,cellular,15,jul,4,-1,0,unknown,no
8839,48,unemployed,married,secondary,no,11371,yes,no,cellular,3,feb,3,-1,0,unknown,no
8840,32,technician,married,secondary,no,212,yes,no,cellular,11,aug,2,-1,0,unknown,no
8841,31,entrepreneur,single,tertiary,no,38,no,no,cellular,20,nov,2,-1,0,unknown,no
8842,24,technician,single,unknown,no,818,yes,yes,unknown,27,may,3,-1,0,unknown,no
8843,42,self-employed,married,tertiary,no,6383,no,no,cellular,27,aug,5,-1,0,unknown,no
8844,30,admin.,single,secondary,no,52,no,yes,cellular,7,jul,1,-1,0,unknown,no
8845,43,blue-collar,divorced,secondary,no,-447,yes,no,cellular,17,apr,1,-1,0,unknown,no
8846,52,entrepreneur,married,tertiary,no,-184,yes,yes,unknown,6,may,2,-1,0,unknown,no
8847,57,services,married,secondary,no,68,yes,no,cellular,8,may,2,-1,0,unknown,no
8848,35,technician,married,secondary,no,-706,yes,yes,cellular,18,may,2,-1,0,unknown,no
8849,34,technician,single,tertiary,no,2195,no,no,telephone,13,aug,3,-1,0,unknown,no
8850,53,blue-collar,married,secondary,no,1027,no,no,cellular,21,nov,1,121,1,failure,no
8851,51,technician,married,secondary,no,0,yes,no,cellular,17,nov,1,-1,0,unknown,no
8852,29,self-employed,single,secondary,no,0,no,no,cellular,28,jan,2,-1,0,unknown,no
8853,34,admin.,married,tertiary,no,899,yes,no,telephone,19,nov,3,7,4,success,no
8854,59,retired,divorced,primary,no,121,yes,no,unknown,12,may,7,-1,0,unknown,no
8855,27,admin.,single,secondary,no,827,yes,no,cellular,4,jun,1,107,1,failure,no
8856,38,management,married,tertiary,no,1221,yes,no,unknown,3,jun,1,-1,0,unknown,no
8857,43,entrepreneur,single,tertiary,no,5347,no,no,cellular,21,nov,3,-1,0,unknown,no
8858,46,technician,married,secondary,no,499,yes,no,cellular,31,jul,10,-1,0,unknown,no
8859,57,technician,divorced,primary,no,13,yes,no,cellular,8,may,2,368,2,failure,no
8860,53,admin.,divorced,secondary,no,2647,yes,no,cellular,9,apr,1,-1,0,unknown,no
8861,48,technician,married,primary,no,4656,no,no,cellular,17,nov,1,-1,0,unknown,no
8862,31,technician,married,secondary,no,465,yes,no,cellular,12,may,3,-1,0,unknown,no
8863,26,management,single,tertiary,no,1643,no,no,cellular,12,aug,1,-1,0,unknown,no
8864,42,technician,single,secondary,no,1977,no,no,cellular,17,jul,6,-1,0,unknown,no
8865,34,management,married,tertiary,no,396,no,yes,cellular,19,aug,3,-1,0,unknown,no
8866,28,services,single,secondary,yes,-7,no,yes,cellular,23,jul,5,-1,0,unknown,no
8867,34,blue-collar,single,secondary,no,375,yes,no,cellular,20,apr,1,-1,0,unknown,no
8868,27,student,single,tertiary,no,32,no,no,cellular,3,feb,1,-1,0,unknown,no
8869,36,technician,single,tertiary,no,470,yes,no,cellular,16,apr,3,265,13,success,no
8870,58,services,divorced,secondary,no,183,no,no,cellular,22,aug,2,-1,0,unknown,no
8871,58,retired,married,secondary,no,425,yes,yes,cellular,17,nov,1,-1,0,unknown,no
8872,42,housemaid,married,primary,no,128,no,no,cellular,6,aug,2,-1,0,unknown,no
8873,52,management,married,tertiary,no,575,no,no,unknown,3,jun,1,-1,0,unknown,no
8874,41,admin.,single,secondary,no,242,no,yes,cellular,9,feb,3,-1,0,unknown,no
8875,36,blue-collar,married,secondary,no,7449,yes,no,cellular,20,nov,2,-1,0,unknown,no
8876,54,management,married,tertiary,no,153,no,no,cellular,12,aug,5,-1,0,unknown,no
8877,32,management,married,tertiary,no,3154,no,no,cellular,3,jun,1,44,4,failure,no
8878,58,retired,married,secondary,no,1067,no,no,telephone,10,jul,1,-1,0,unknown,no
8879,36,blue-collar,married,secondary,no,539,yes,yes,unknown,5,may,2,-1,0,unknown,no
8880,40,services,married,secondary,no,0,yes,no,cellular,21,nov,1,185,2,failure,no
8881,53,blue-collar,married,secondary,no,974,yes,no,unknown,26,may,2,-1,0,unknown,no
8882,39,admin.,single,secondary,no,-25,yes,no,unknown,6,may,1,-1,0,unknown,no
8883,47,management,married,secondary,no,7,no,no,telephone,8,aug,2,-1,0,unknown,no
8884,41,blue-collar,married,primary,no,191,yes,no,unknown,8,may,1,-1,0,unknown,no
8885,35,management,married,tertiary,no,-196,yes,no,cellular,22,jul,2,-1,0,unknown,no
8886,56,management,divorced,tertiary,no,1263,yes,no,cellular,13,may,1,-1,0,unknown,no
8887,34,blue-collar,single,secondary,no,47,yes,no,cellular,14,apr,1,147,2,failure,no
8888,32,technician,single,secondary,no,674,yes,yes,cellular,15,apr,1,316,3,failure,no
8889,25,technician,single,tertiary,no,468,yes,no,unknown,15,may,1,-1,0,unknown,no
8890,42,management,married,tertiary,no,2110,no,yes,cellular,18,nov,1,110,2,failure,no
8891,36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,3,99,8,failure,no
8892,41,technician,married,secondary,no,1226,no,no,cellular,18,nov,1,-1,0,unknown,no
8893,58,unemployed,married,tertiary,no,183,no,no,cellular,21,nov,5,-1,0,unknown,no
8894,32,blue-collar,single,secondary,no,5252,yes,no,unknown,21,may,2,-1,0,unknown,no
8895,49,services,married,secondary,no,400,no,no,cellular,21,aug,3,-1,0,unknown,no
8896,35,technician,single,tertiary,no,4,yes,no,cellular,24,jul,1,-1,0,unknown,no
8897,51,services,married,secondary,no,325,yes,no,unknown,20,jun,4,-1,0,unknown,no
8898,38,management,married,tertiary,no,-34,yes,no,cellular,7,aug,2,-1,0,unknown,no
8899,44,management,single,secondary,no,13,no,no,unknown,6,jun,11,-1,0,unknown,no
8900,56,housemaid,married,primary,no,82,no,no,unknown,16,may,1,-1,0,unknown,no
8901,52,technician,married,secondary,no,150,yes,no,telephone,21,jul,3,-1,0,unknown,no
8902,45,blue-collar,married,secondary,no,54,yes,no,cellular,7,may,1,367,1,failure,no
8903,42,technician,married,secondary,no,0,no,yes,unknown,8,may,3,-1,0,unknown,no
8904,58,retired,married,secondary,no,992,no,no,cellular,25,jul,1,-1,0,unknown,no
8905,35,self-employed,married,secondary,no,0,no,no,cellular,12,aug,2,-1,0,unknown,no
8906,54,admin.,single,secondary,no,1178,yes,no,telephone,3,feb,6,264,2,failure,no
8907,48,technician,married,secondary,no,256,yes,no,unknown,29,may,4,-1,0,unknown,no
8908,48,technician,married,secondary,no,71,no,no,unknown,20,jun,4,-1,0,unknown,no
8909,31,services,married,secondary,yes,-455,no,yes,cellular,16,jul,2,-1,0,unknown,no
8910,44,blue-collar,married,primary,no,749,yes,no,unknown,16,jun,2,-1,0,unknown,no
8911,36,admin.,married,secondary,no,746,yes,no,cellular,17,nov,3,-1,0,unknown,no
8912,34,management,married,tertiary,no,303,yes,no,cellular,29,jan,1,195,2,failure,no
8913,43,technician,married,secondary,no,221,no,no,cellular,22,aug,2,-1,0,unknown,no
8914,32,admin.,married,tertiary,no,157,no,no,cellular,27,aug,4,-1,0,unknown,no
8915,37,management,married,tertiary,no,865,yes,no,cellular,3,jun,1,-1,0,unknown,no
8916,37,blue-collar,divorced,secondary,no,33,yes,no,unknown,6,jun,1,-1,0,unknown,no
8917,41,admin.,married,secondary,no,8238,yes,yes,unknown,30,may,4,-1,0,unknown,no
8918,52,services,divorced,secondary,no,765,yes,no,unknown,20,jun,3,-1,0,unknown,no
8919,35,management,married,tertiary,no,-718,yes,yes,unknown,27,may,3,-1,0,unknown,no
8920,31,admin.,married,secondary,no,393,yes,no,unknown,14,may,1,-1,0,unknown,no
8921,57,services,married,primary,no,-319,no,yes,cellular,5,feb,1,196,1,other,no
8922,28,management,single,secondary,no,-513,no,yes,cellular,29,jul,8,-1,0,unknown,no
8923,48,blue-collar,married,secondary,no,426,yes,yes,cellular,5,feb,2,177,2,failure,no
8924,26,blue-collar,single,secondary,no,-128,no,yes,cellular,8,jul,2,-1,0,unknown,no
8925,48,services,married,secondary,no,2877,yes,no,unknown,3,jun,1,-1,0,unknown,no
8926,44,management,divorced,tertiary,no,0,yes,no,telephone,7,may,4,-1,0,unknown,no
8927,58,technician,married,tertiary,no,883,no,no,cellular,1,jun,2,-1,0,unknown,no
8928,30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,nov,1,139,1,failure,no
8929,26,technician,single,tertiary,no,4130,no,no,cellular,28,jan,2,-1,0,unknown,no
8930,57,retired,married,primary,no,0,no,no,cellular,20,aug,4,-1,0,unknown,no
8931,28,technician,divorced,secondary,no,477,yes,yes,cellular,10,jul,1,-1,0,unknown,no
8932,47,admin.,married,secondary,no,-1091,yes,yes,cellular,31,jul,4,-1,0,unknown,no
8933,27,technician,single,secondary,no,639,yes,no,cellular,16,apr,1,314,5,success,no
8934,23,blue-collar,single,secondary,no,5145,yes,no,unknown,30,may,3,-1,0,unknown,no
8935,30,housemaid,single,tertiary,no,3185,yes,no,cellular,30,dec,3,-1,0,unknown,no
8936,32,management,married,secondary,no,0,no,no,cellular,26,aug,3,-1,0,unknown,no
8937,39,management,married,tertiary,no,151,yes,no,unknown,21,may,1,-1,0,unknown,no
8938,34,admin.,single,tertiary,no,3092,no,no,cellular,19,nov,1,-1,0,unknown,no
8939,37,management,married,tertiary,no,99,no,no,cellular,14,sep,1,-1,0,unknown,no
8940,44,services,divorced,secondary,no,0,yes,no,unknown,4,jun,5,-1,0,unknown,no
8941,49,technician,divorced,tertiary,no,874,yes,no,unknown,16,may,2,-1,0,unknown,no
8942,44,management,married,tertiary,no,10950,yes,no,cellular,7,aug,1,-1,0,unknown,no
8943,42,services,divorced,unknown,no,651,no,no,unknown,17,jun,1,-1,0,unknown,no
8944,57,blue-collar,married,primary,no,452,yes,no,unknown,13,may,4,-1,0,unknown,no
8945,46,technician,married,tertiary,no,675,yes,no,unknown,8,may,1,-1,0,unknown,no
8946,53,management,married,tertiary,no,1619,no,no,unknown,5,jun,1,-1,0,unknown,no
8947,31,services,single,tertiary,no,461,no,no,cellular,20,nov,1,-1,0,unknown,no
8948,27,management,single,tertiary,no,791,no,no,cellular,29,jan,1,-1,0,unknown,no
8949,56,entrepreneur,married,unknown,no,88,yes,no,unknown,13,may,2,-1,0,unknown,no
8950,57,retired,married,secondary,yes,32,yes,no,cellular,15,may,3,-1,0,unknown,no
8951,45,management,divorced,tertiary,no,6572,yes,no,cellular,17,nov,2,-1,0,unknown,no
8952,53,self-employed,married,tertiary,no,3711,no,no,cellular,19,nov,1,-1,0,unknown,no
8953,54,blue-collar,married,primary,no,95,no,no,cellular,25,jul,1,-1,0,unknown,no
8954,60,management,married,primary,no,21292,no,no,unknown,16,jun,6,-1,0,unknown,no
8955,31,blue-collar,married,secondary,no,0,yes,no,unknown,9,may,1,-1,0,unknown,no
8956,33,blue-collar,single,tertiary,no,-303,yes,no,unknown,28,may,2,-1,0,unknown,no
8957,34,technician,married,tertiary,no,4953,no,no,cellular,7,aug,2,-1,0,unknown,no
8958,32,technician,married,secondary,no,580,yes,no,cellular,18,may,4,279,2,other,no
8959,51,self-employed,married,primary,no,307,yes,yes,unknown,17,jun,2,-1,0,unknown,no
8960,40,technician,married,tertiary,no,602,yes,no,cellular,15,may,4,360,7,failure,no
8961,37,technician,married,secondary,no,410,yes,yes,unknown,2,jun,6,-1,0,unknown,no
8962,39,technician,married,secondary,no,192,yes,yes,unknown,29,may,5,-1,0,unknown,no
8963,31,blue-collar,single,secondary,no,5607,no,no,cellular,20,nov,2,184,1,failure,no
8964,49,management,married,tertiary,no,934,no,yes,cellular,21,nov,4,-1,0,unknown,no
8965,48,blue-collar,married,secondary,no,705,no,no,unknown,13,may,2,-1,0,unknown,no
8966,32,services,married,secondary,no,183,yes,no,cellular,9,feb,10,-1,0,unknown,no
8967,34,technician,single,secondary,no,2131,yes,no,cellular,13,may,1,-1,0,unknown,no
8968,38,admin.,married,secondary,no,1,yes,no,cellular,11,may,7,-1,0,unknown,no
8969,29,management,single,tertiary,no,11968,yes,no,cellular,20,apr,2,-1,0,unknown,no
8970,61,management,married,tertiary,no,0,yes,no,cellular,15,apr,1,-1,0,unknown,no
8971,36,blue-collar,single,secondary,no,103,yes,no,cellular,15,may,5,-1,0,unknown,no
8972,31,admin.,divorced,secondary,no,253,yes,no,unknown,13,may,2,-1,0,unknown,no
8973,50,management,married,tertiary,no,0,no,no,cellular,10,aug,3,130,3,other,no
8974,29,entrepreneur,married,secondary,no,65,yes,no,cellular,28,jul,14,-1,0,unknown,no
8975,39,admin.,divorced,secondary,no,141,yes,yes,cellular,11,may,1,-1,0,unknown,no
8976,21,student,single,secondary,no,57,no,no,unknown,4,oct,1,-1,0,unknown,no
8977,51,management,married,primary,no,108,no,no,cellular,18,nov,2,-1,0,unknown,no
8978,21,student,single,unknown,no,200,no,no,unknown,1,jun,1,-1,0,unknown,no
8979,50,technician,married,secondary,no,3503,yes,no,unknown,6,jun,2,-1,0,unknown,no
8980,35,blue-collar,married,secondary,no,87,no,no,cellular,18,nov,2,-1,0,unknown,no
8981,34,admin.,married,secondary,no,79,yes,no,unknown,23,may,1,-1,0,unknown,no
8982,37,management,married,secondary,no,121,no,yes,cellular,17,nov,2,151,2,failure,no
8983,37,entrepreneur,married,secondary,no,351,yes,no,unknown,5,jun,3,-1,0,unknown,no
8984,35,management,single,tertiary,no,996,no,no,unknown,20,jun,2,-1,0,unknown,no
8985,57,technician,single,secondary,no,5961,yes,no,unknown,14,may,3,-1,0,unknown,no
8986,29,services,single,secondary,no,473,yes,yes,unknown,9,may,2,-1,0,unknown,no
8987,47,admin.,divorced,secondary,no,-364,yes,yes,unknown,9,jun,2,-1,0,unknown,no
8988,35,technician,married,secondary,no,222,yes,no,cellular,14,may,5,177,7,failure,no
8989,42,admin.,married,tertiary,no,1536,no,no,cellular,5,feb,1,182,3,success,no
8990,34,entrepreneur,married,unknown,no,-506,no,no,cellular,29,aug,16,-1,0,unknown,no
8991,48,blue-collar,married,primary,no,762,yes,no,unknown,12,may,4,-1,0,unknown,no
8992,30,management,married,tertiary,no,877,no,no,cellular,22,may,2,108,3,failure,no
8993,29,management,single,tertiary,no,7578,no,no,cellular,22,may,3,-1,0,unknown,no
8994,29,technician,single,tertiary,no,195,yes,yes,cellular,6,feb,16,-1,0,unknown,no
8995,29,management,single,tertiary,no,572,yes,no,telephone,8,may,6,181,1,success,no
8996,37,admin.,married,secondary,no,-107,yes,no,unknown,28,may,2,-1,0,unknown,no
8997,53,technician,single,tertiary,no,1,no,no,cellular,21,aug,1,-1,0,unknown,no
8998,33,management,single,tertiary,no,3495,yes,yes,cellular,21,nov,2,-1,0,unknown,no
8999,29,services,single,secondary,no,193,yes,no,unknown,30,may,2,-1,0,unknown,no
9000,39,admin.,married,secondary,no,-288,no,no,unknown,23,may,9,-1,0,unknown,no
9001,32,unemployed,married,secondary,no,2996,yes,no,unknown,19,may,1,-1,0,unknown,no
9002,44,services,married,secondary,no,1872,yes,no,unknown,18,jun,3,-1,0,unknown,no
9003,52,unknown,married,unknown,no,1317,no,no,unknown,12,jun,1,-1,0,unknown,no
9004,57,retired,divorced,secondary,no,70,yes,no,unknown,16,may,1,-1,0,unknown,no
9005,30,blue-collar,married,secondary,no,-202,no,no,unknown,27,may,2,-1,0,unknown,no
9006,32,blue-collar,single,secondary,no,2137,no,no,cellular,13,may,1,349,1,failure,no
9007,32,technician,married,secondary,no,999,no,no,cellular,11,aug,3,-1,0,unknown,no
9008,53,management,divorced,tertiary,no,269,no,no,cellular,6,aug,2,-1,0,unknown,no
9009,32,self-employed,married,secondary,no,67,no,no,cellular,5,aug,1,-1,0,unknown,no
9010,49,management,divorced,secondary,no,1598,yes,no,cellular,12,may,2,348,1,failure,no
9011,32,management,single,tertiary,no,347,yes,no,cellular,18,may,1,264,6,failure,no
9012,32,management,single,tertiary,no,1134,no,no,cellular,28,aug,4,-1,0,unknown,no
9013,42,services,married,primary,no,5879,yes,no,unknown,14,may,1,-1,0,unknown,no
9014,45,blue-collar,married,primary,no,665,no,no,unknown,9,jun,2,-1,0,unknown,no
9015,52,admin.,married,primary,no,813,no,yes,cellular,5,aug,2,-1,0,unknown,no
9016,32,self-employed,single,tertiary,no,-359,yes,no,cellular,9,feb,3,-1,0,unknown,no
9017,54,management,married,tertiary,no,1146,yes,no,cellular,12,aug,2,-1,0,unknown,no
9018,27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,1,-1,0,unknown,no
9019,47,management,single,tertiary,no,0,no,no,unknown,11,jun,3,-1,0,unknown,no
9020,48,technician,married,secondary,no,3142,no,no,unknown,23,may,1,-1,0,unknown,no
9021,32,technician,single,secondary,no,719,yes,no,unknown,28,may,6,-1,0,unknown,no
9022,43,entrepreneur,married,tertiary,yes,-250,no,no,unknown,5,jun,1,-1,0,unknown,no
9023,33,services,married,secondary,no,387,yes,no,cellular,7,apr,2,138,2,failure,no
9024,51,technician,married,secondary,no,-153,no,no,cellular,20,nov,2,92,4,failure,no
9025,51,services,married,primary,no,56,no,yes,cellular,24,jul,2,-1,0,unknown,no
9026,41,blue-collar,married,secondary,no,167,no,no,unknown,20,jun,1,-1,0,unknown,no
9027,40,technician,married,secondary,no,4594,no,no,telephone,27,aug,5,-1,0,unknown,no
9028,32,services,married,secondary,no,414,yes,no,cellular,3,feb,2,272,1,failure,no
9029,28,blue-collar,married,secondary,no,373,yes,no,cellular,14,may,9,344,1,failure,no
9030,29,services,single,secondary,no,566,no,no,unknown,7,may,2,-1,0,unknown,no
9031,39,technician,married,secondary,no,1385,yes,yes,telephone,9,jul,1,-1,0,unknown,no
9032,30,management,married,tertiary,no,101,yes,no,cellular,17,nov,1,123,1,failure,no
9033,43,management,divorced,tertiary,no,2251,no,no,cellular,7,sep,5,-1,0,unknown,no
9034,30,admin.,single,secondary,no,3809,yes,no,unknown,3,jun,4,-1,0,unknown,no
9035,45,blue-collar,married,primary,no,18,yes,no,unknown,26,may,2,-1,0,unknown,no
9036,50,management,married,tertiary,no,135,no,no,cellular,25,aug,4,-1,0,unknown,no
9037,44,unknown,single,unknown,no,1239,no,no,unknown,20,jun,4,-1,0,unknown,no
9038,55,housemaid,married,primary,no,0,no,no,cellular,18,aug,2,-1,0,unknown,no
9039,53,technician,married,tertiary,no,2600,no,no,cellular,3,jun,1,-1,0,unknown,no
9040,49,management,married,tertiary,no,0,no,no,cellular,29,aug,2,-1,0,unknown,no
9041,45,management,married,tertiary,no,4395,no,no,cellular,19,nov,3,-1,0,unknown,no
9042,45,management,married,unknown,no,1525,no,no,cellular,29,jul,2,-1,0,unknown,no
9043,50,management,married,tertiary,no,207,yes,no,cellular,4,feb,1,-1,0,unknown,no
9044,30,management,married,secondary,no,0,yes,no,cellular,12,may,3,-1,0,unknown,no
9045,35,blue-collar,married,secondary,no,126,yes,no,cellular,16,apr,1,-1,0,unknown,no
9046,44,management,married,tertiary,no,-84,yes,no,cellular,27,aug,6,-1,0,unknown,no
9047,57,retired,married,secondary,no,4490,no,no,cellular,7,aug,2,-1,0,unknown,no
9048,58,blue-collar,married,primary,no,853,no,no,cellular,7,jul,3,-1,0,unknown,no
9049,55,management,married,tertiary,no,505,yes,yes,unknown,29,may,2,-1,0,unknown,no
9050,35,management,divorced,tertiary,no,538,yes,no,cellular,21,nov,2,193,4,failure,no
9051,42,technician,single,secondary,no,823,yes,no,cellular,28,jan,1,-1,0,unknown,no
9052,25,blue-collar,married,primary,yes,-589,yes,no,unknown,3,jun,1,-1,0,unknown,no
9053,41,housemaid,divorced,secondary,no,637,yes,yes,unknown,11,jun,4,-1,0,unknown,no
9054,56,blue-collar,married,secondary,no,324,no,no,cellular,18,aug,5,-1,0,unknown,no
9055,46,management,divorced,tertiary,no,0,no,no,cellular,20,aug,2,-1,0,unknown,no
9056,51,technician,divorced,tertiary,no,0,no,no,cellular,28,aug,7,-1,0,unknown,no
9057,44,entrepreneur,married,primary,no,650,yes,no,cellular,6,may,2,-1,0,unknown,no
9058,30,management,married,unknown,no,385,no,no,cellular,26,may,2,97,2,other,no
9059,25,student,single,tertiary,no,641,yes,no,unknown,12,may,1,-1,0,unknown,no
9060,47,housemaid,divorced,primary,no,617,no,no,telephone,29,jul,7,-1,0,unknown,no
9061,53,self-employed,married,secondary,no,534,yes,no,cellular,29,jul,4,-1,0,unknown,no
9062,42,management,married,tertiary,no,0,yes,no,unknown,6,may,3,-1,0,unknown,no
9063,31,blue-collar,single,secondary,no,-745,yes,no,unknown,13,may,1,-1,0,unknown,no
9064,54,self-employed,married,secondary,no,534,yes,no,cellular,2,feb,1,188,4,failure,no
9065,43,management,married,tertiary,no,3186,no,no,cellular,20,aug,1,-1,0,unknown,no
9066,32,services,single,secondary,no,6857,no,no,cellular,2,feb,1,-1,0,unknown,no
9067,51,services,married,secondary,no,276,no,no,cellular,14,aug,2,-1,0,unknown,no
9068,53,unemployed,divorced,tertiary,no,0,yes,yes,cellular,8,aug,2,-1,0,unknown,no
9069,31,blue-collar,married,secondary,no,489,yes,no,unknown,23,may,4,-1,0,unknown,no
9070,57,housemaid,divorced,primary,no,231,yes,no,unknown,20,may,14,-1,0,unknown,no
9071,44,services,divorced,tertiary,no,2279,no,yes,cellular,19,nov,1,146,1,failure,no
9072,37,housemaid,married,primary,no,0,no,no,cellular,29,aug,12,-1,0,unknown,no
9073,48,services,divorced,secondary,no,62,yes,no,cellular,8,may,1,-1,0,unknown,no
9074,53,management,married,tertiary,no,8563,yes,no,cellular,18,nov,1,-1,0,unknown,no
9075,27,student,single,secondary,no,833,no,no,telephone,25,jun,5,-1,0,unknown,no
9076,39,technician,married,secondary,no,3494,yes,no,cellular,19,aug,4,-1,0,unknown,no
9077,30,blue-collar,married,primary,no,3,yes,no,unknown,8,may,1,-1,0,unknown,no
9078,50,self-employed,married,secondary,no,111,no,no,cellular,11,aug,3,-1,0,unknown,no
9079,31,management,single,tertiary,no,288,no,no,cellular,28,jan,1,-1,0,unknown,no
9080,41,management,single,tertiary,no,4594,yes,no,unknown,4,jun,11,-1,0,unknown,no
9081,35,blue-collar,married,secondary,no,3595,no,no,unknown,6,jun,1,-1,0,unknown,no
9082,35,self-employed,married,tertiary,yes,28,no,yes,cellular,8,jul,1,-1,0,unknown,no
9083,58,technician,married,secondary,no,673,no,no,telephone,29,jul,4,-1,0,unknown,no
9084,42,self-employed,single,secondary,no,924,no,no,cellular,2,feb,1,-1,0,unknown,no
9085,31,blue-collar,single,primary,no,538,yes,no,cellular,14,may,4,-1,0,unknown,no
9086,33,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,1,-1,0,unknown,no
9087,47,blue-collar,divorced,secondary,no,1480,yes,no,cellular,15,may,1,365,1,failure,no
9088,33,management,married,tertiary,no,26721,no,no,cellular,5,feb,3,-1,0,unknown,no
9089,48,blue-collar,single,primary,no,185,yes,no,cellular,17,apr,1,-1,0,unknown,no
9090,41,blue-collar,married,primary,no,492,yes,yes,unknown,16,jun,29,-1,0,unknown,no
9091,37,management,married,primary,no,22856,no,no,cellular,2,jul,1,388,1,failure,no
9092,45,services,married,secondary,no,-1036,yes,no,unknown,9,jun,17,-1,0,unknown,no
9093,35,blue-collar,married,secondary,no,1290,yes,no,cellular,24,jul,1,-1,0,unknown,no
9094,35,management,married,tertiary,no,38,no,no,cellular,26,aug,8,-1,0,unknown,no
9095,52,blue-collar,married,primary,no,134,yes,no,cellular,24,jul,3,-1,0,unknown,no
9096,35,self-employed,single,tertiary,no,4693,yes,no,cellular,21,nov,5,-1,0,unknown,no
9097,60,management,married,tertiary,no,6,yes,no,cellular,6,may,3,-1,0,unknown,no
9098,59,technician,divorced,tertiary,no,0,no,no,cellular,8,aug,4,-1,0,unknown,no
9099,39,management,single,tertiary,no,30,yes,no,cellular,13,may,3,-1,0,unknown,no
9100,54,blue-collar,married,secondary,no,532,yes,no,unknown,14,may,1,-1,0,unknown,no
9101,57,admin.,divorced,secondary,no,6157,no,yes,cellular,21,nov,2,-1,0,unknown,no
9102,41,technician,married,secondary,no,190,no,no,cellular,21,nov,7,-1,0,unknown,no
9103,41,blue-collar,married,primary,no,1491,yes,no,cellular,19,nov,2,-1,0,unknown,no
9104,33,blue-collar,married,secondary,no,-10,yes,no,unknown,6,may,1,-1,0,unknown,no
9105,45,technician,married,tertiary,no,115,no,no,cellular,16,dec,1,194,1,other,no
9106,40,blue-collar,married,primary,no,2129,yes,no,cellular,20,apr,3,-1,0,unknown,no
9107,44,housemaid,single,secondary,no,299,no,no,cellular,20,nov,1,-1,0,unknown,no
9108,51,admin.,married,secondary,no,1535,no,yes,cellular,20,nov,1,-1,0,unknown,no
9109,39,entrepreneur,married,tertiary,no,36,yes,no,unknown,26,may,3,-1,0,unknown,no
9110,28,blue-collar,married,secondary,no,1958,yes,no,unknown,3,jun,1,-1,0,unknown,no
9111,31,blue-collar,divorced,secondary,no,387,yes,no,unknown,12,may,3,-1,0,unknown,no
9112,27,technician,married,secondary,no,0,yes,yes,telephone,28,jul,2,-1,0,unknown,no
9113,60,retired,married,primary,no,600,no,no,cellular,19,aug,6,-1,0,unknown,no
9114,36,blue-collar,single,primary,no,1313,yes,no,unknown,20,jun,10,-1,0,unknown,no
9115,57,management,married,tertiary,no,1571,no,no,unknown,11,jun,13,-1,0,unknown,no
9116,30,management,married,tertiary,no,4145,yes,yes,cellular,18,jul,1,-1,0,unknown,no
9117,56,entrepreneur,married,tertiary,no,16125,no,no,telephone,21,nov,1,-1,0,unknown,no
9118,35,technician,married,secondary,no,1577,yes,yes,cellular,17,aug,1,273,1,failure,no
9119,37,technician,married,tertiary,no,0,yes,yes,cellular,23,jul,2,-1,0,unknown,no
9120,50,unknown,married,primary,no,1502,no,no,unknown,6,jun,2,-1,0,unknown,no
9121,45,blue-collar,married,secondary,no,1345,yes,no,unknown,19,may,7,-1,0,unknown,no
9122,49,management,married,tertiary,no,403,no,no,cellular,31,jul,2,-1,0,unknown,no
9123,58,retired,divorced,tertiary,no,-1598,yes,no,cellular,30,jul,7,-1,0,unknown,no
9124,42,services,divorced,secondary,no,83,no,no,cellular,13,may,5,358,6,failure,no
9125,50,blue-collar,married,unknown,no,1389,yes,no,cellular,17,apr,3,302,3,failure,no
9126,33,blue-collar,married,secondary,no,889,yes,no,unknown,18,sep,1,373,6,success,no
